name;identifier;SMILES;inchikey;MW;LogP;pubchem;drugbank;pdb;chEMBL;membrane;method;temperature;charge;note;X_min;X_min_acc;G_pen;G_pen_acc;G_wat;G_wat_acc;LogK;LogK_acc;LogPerm;LogPerm_acc;theta;theta_acc;abs_wl;abs_wl_acc;fluo_wl;fluo_wl_acc;QY;QY_acc;lt;lt_acc;primary_reference;secondary_reference
6-chloro-1,1-dioxo-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide;MM00373;NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O;JZUFKLXOESDKRF-UHFFFAOYSA-N;297.728;-0.35;3639;DB00999;HCZ;CHEMBL435;CACO;ECACO;37;1;;;;;;;;;;-6.29;;;;;;;;;;;;"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998.";"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998."
2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide;MM00078;CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1;METKIMKYRPQLGS-UHFFFAOYSA-N;266.341;0.45;2249;DB00335;;CHEMBL24;CACO;ECACO;37;1;;;;;;;;;;-6.28;;;;;;;;;;;;"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998.";"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998."
N-[3-acetyl-4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]butanamide;MM00437;CCCC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1;GOEMGAFJFRBGGG-UHFFFAOYSA-N;336.432;2.37;1978;DB01193;;CHEMBL642;CACO;ECACO;37;1;;;;;;;;;;-6.29;;;;;;;;;;;;"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998.";"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998."
5-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,3-diol;MM00306;CC(C)(C)NCC(O)c1cc(O)cc(O)c1;XWTYSIMOBUGWOL-UHFFFAOYSA-N;225.288;1.52;5403;DB00871;;CHEMBL1760;CACO;ECACO;37;1;;;;;;;;;;-6.33;;;;;;;;;;;;"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998.";"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998."
Ranitidine;MM01053;CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1;VMXUWOKSQNHOCA-UHFFFAOYSA-N;314.404;1.46;5039;DB00863;;CHEMBL1790041;CACO;ECACO;37;1;;;;;;;;;;-6.31;;;;;;;;;;;;"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998.";"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998."
11-[2-(4-methylpiperazin-1-yl)acetyl]-5H-pyrido[2,3-b][1,4]benzodiazepin-6-one;MM00543;CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1;RMHMFHUVIITRHF-UHFFFAOYSA-N;351.41;1.56;4848;DB00670;;CHEMBL9967;CACO;ECACO;37;1;;;;;;;;;;-6.36;;;;;;;;;;;;"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998.";"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998."
(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol;MM00386;OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;FBPFZTCFMRRESA-KVTDHHQDSA-N;182.172;-3.59;6251;DB00742;MTL;CHEMBL689;CACO;ECACO;37;0;;;;;;;;;;-6.42;;;;;;;;;;;;"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998.";"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998."
2-amino-9-(1,3-dihydroxypropan-2-yloxymethyl)-3H-purin-6-one;MM00367;Nc1nc(O)c2ncn(COC(CO)CO)c2n1;IRSCQMHQWWYFCW-UHFFFAOYSA-N;255.234;-1.56;3454;DB01004;GA2;CHEMBL182;CACO;ECACO;37;0;;;;;;;;;;-6.42;;;;;;;;;;;;"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998.";"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998."
Sulfasalazine;MM00690;O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O;NCEXYHBECQHGNR-UHFFFAOYSA-N;398.393;3.7;5359476;DB00795;SAS;CHEMBL421;CACO;ECACO;37;-1;;;;;;;;;;-6.52;;;;;;;;;;;;"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998.";"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998."
2-amino-9-(2-hydroxyethoxymethyl)-3H-purin-6-one;MM00074;Nc1nc(=O)c2ncn(COCCO)c2[nH]1;MKUXAQIIEYXACX-UHFFFAOYSA-N;225.208;-0.92;2022;DB00787;AC2;CHEMBL184;CACO;ECACO;37;0;;;;;;;;;;-6.6;;;;;;;;;;;;"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998.";"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998."
6-chloro-1,1-dioxo-4H-1lambda6,2,4-benzothiadiazine-7-sulfonamide;MM00641;NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O;JBMKAUGHUNFTOL-UHFFFAOYSA-N;295.712;0.13;2720;DB00880;;CHEMBL842;CACO;ECACO;37;1;;;;;;;;;;-6.72;;;;;;;;;;;;"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998.";"Yazdanian M., Glynn S.L., Wright  J.L., Hawi A.: Correlating partitioning and Caco-2 cell permeability of structurally diverse small molecular weight compounds. Pharm Res., 15(9):1490-1494, 1998."
2-amino-9-(2-hydroxyethoxymethyl)-3H-purin-6-one;MM00074;Nc1nc(=O)c2ncn(COCCO)c2[nH]1;MKUXAQIIEYXACX-UHFFFAOYSA-N;225.208;-0.92;2022;DB00787;AC2;CHEMBL184;CACO;EPAM;25;0;;;;;;;;;;-6.1;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Amdinocillin;MM01269;CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O;BWWVAEOLVKTZFQ-UHFFFAOYSA-N;325.427;1.41;36273;DB01163;;;CACO;EPAM;25;+1-1;;;;;;;;;;-6.05;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Benazepril;MM00629;CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O;XPCFTKFZXHTYIP-PMACEKPBSA-N;424.497;2.57;5362124;DB00542;;CHEMBL838;CACO;EPAM;25;-1;;;;;;;;;;-4.77;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Ceftazidime;MM01270;CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O;ORFOPKXBNMVMKC-UHFFFAOYSA-N;546.573;-1.3;5481173;DB00438;;;CACO;EPAM;25;+1-1;;;;;;;;;;-6.7;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Cerivastatin;MM00639;COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1;SEERZIQQUAZTOL-UHFFFAOYSA-N;459.558;4.88;446156;DB00439;116;CHEMBL1477;CACO;EPAM;25;-1;;;;;;;;;;-4.82;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
"2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid";MM00724;O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1;ZKLPARSLTMPFCP-UHFFFAOYSA-N;388.892;3.15;2678;DB00341;;CHEMBL1000;CACO;EPAM;25;+1-1;;;;;;;;;;-4.38;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
"1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid";MM00726;O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O;MYSWGUAQZAJSOK-UHFFFAOYSA-N;331.347;1.58;2764;DB00537;CPF;CHEMBL8;CACO;EPAM;25;"+1-1, 1";;;;;;;;;;-5.55;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Daunorubicin;MM00473;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1;STQGQHZAVUOBTE-UHFFFAOYSA-N;527.526;1.03;30323;DB00694;DM1;CHEMBL178;CACO;EPAM;25;1;;;;;;;;;;-6.52;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Demeclocycline;MM01271;CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(O)C3CC12;GUXHBMASAHGULD-UHFFFAOYSA-N;464.855;0.11;54680690;DB00618;;;CACO;EPAM;25;"+1-1, -1";;;;;;;;;;-5.42;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Doxycycline;MM01272;CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21;SGKRLCUYIXIAHR-UHFFFAOYSA-N;444.44;-0.5;54671203;DB00254;;CHEMBL3559889;CACO;EPAM;25;+1-1;;;;;;;;;;-4.7;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
"1-ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,8-naphthyridine-3-carboxylic acid";MM00733;CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21;IDYZIJYBMGIQMJ-UHFFFAOYSA-N;320.324;0.66;3229;DB00467;;CHEMBL826;CACO;EPAM;25;"+1-1, 1";;;;;;;;;;-5.11;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Famotidine;MM00079;NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1;XUFQPHANEAPEMJ-UHFFFAOYSA-N;337.435;-0.77;3325;DB00927;;CHEMBL902;CACO;EPAM;25;"1, 0";;;;;;;;;;-6.22;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Fexofenadine;MM00735;CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1;RWTNPBWLLIMQHL-UHFFFAOYSA-N;501.667;5.51;3348;DB00950;;CHEMBL914;CACO;EPAM;25;+1-1;;;;;;;;;;-5.55;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
2-amino-9-(1,3-dihydroxypropan-2-yloxymethyl)-3H-purin-6-one;MM00367;Nc1nc(O)c2ncn(COC(CO)CO)c2n1;IRSCQMHQWWYFCW-UHFFFAOYSA-N;255.234;-1.56;3454;DB01004;GA2;CHEMBL182;CACO;EPAM;25;0;;;;;;;;;;-6.15;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Gatifloxacin;MM00738;COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12;XUBOMFCQGDBHNK-UHFFFAOYSA-N;375.4;1.98;5379;DB01044;;CHEMBL31;CACO;EPAM;25;"+1-1, 1";;;;;;;;;;-4.7;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Chlortetracycline;MM00725;CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12;DHPRQBPJLMKORJ-XRNKAMNCSA-N;478.882;0.28;54675777;DB09093;CTC;CHEMBL404520;CACO;EPAM;25;"+1-1, -1";;;;;;;;;;-5.43;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Levocarnitine;MM01273;C[N+](C)(C)CC(O)CC(=O)[O-];PHIQHXFUZVPYII-UHFFFAOYSA-N;161.201;-1.81;10917;DB00583;;;CACO;EPAM;25;+1-1;;;;;;;;;;-5.89;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Lisinopril;MM00763;NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O;RLAWWYSOJDYHDC-UHFFFAOYSA-N;405.495;1.24;5362119;DB00722;LPR;CHEMBL1237;CACO;EPAM;25;"+1-1, -1";;;;;;;;;;-6.22;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
"1-ethyl-6,8-difluoro-7-(3-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid";MM00764;CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21;ZEKZLJVOYLTDKK-UHFFFAOYSA-N;351.354;1.8;3948;DB00978;;CHEMBL561;CACO;EPAM;25;+1-1;;;;;;;;;;-4.82;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Meloxicam;MM00668;Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1;ZRVUJXDFFKFLMG-UHFFFAOYSA-N;351.395;1.95;54677470;DB00814;MXM;CHEMBL599;CACO;EPAM;25;-1;;;;;;;;;;-4.89;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
"(2S)-2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoic acid";MM00766;NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O;SGDBTWWWUNNDEQ-UHFFFAOYSA-N;305.199;1.93;460612;DB01042;;CHEMBL852;CACO;EPAM;25;+1-1;;;;;;;;;;-4.08;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
"5-amino-2-hydroxybenzoic acid";MM01274;Nc1ccc(O)c(C(=O)O)c1;KBOPZPXVLCULAV-UHFFFAOYSA-N;153.137;0.67;4075;DB00244;;CHEMBL704;CACO;EPAM;25;"-1, 0";;;;;;;;;;-6.05;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
Minocycline;MM01275;CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O;FFTVPQUHLQBXQZ-UHFFFAOYSA-N;457.483;0.03;54675783;DB01017;;;CACO;EPAM;25;+1-1;;;;;;;;;;-4.3;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
"1-ethyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid";MM00768;CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21;OGJPXUAPXNRGGI-UHFFFAOYSA-N;319.336;1.27;4539;DB01059;;CHEMBL9;CACO;EPAM;25;"+1-1, 1";;;;;;;;;;-6;;;;;;;;;;;;"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010";"Tam KY, Avdeef A, Tsinman O, Sun N.: The permeation of amphoteric drugs through artificial membranes--an in combo absorption model based on paracellular and transmembrane permeability. J Med Chem, Volume 53 (1), 392-401, 2010"
